,page_link,product_name,item_no,description,style,material,type_class,color,rating
896,https://www.overstock.com/Home-Garden/Ultra-Modern-Plush-Velvet-Living-Room-Sofa/12807134/product.html?refccid=MR3LBYHBSYT3MECOAPOMGQILRE&searchidx=897,Ultra Modern Plush Velvet Living Room Sofa,19576614,This ultra plush contemporary designed sofa in a soft velvet upholstery with chrome legs. Deep seat style with low arm and back rests which include plush back cushions for the ultimate in comfort. Two matching accent pillows are also included with this sofa and with durable and soft velvet upholstery on a solid hardwood frame this sofa is built to last. ,Modern & Contemporary,"Velvet, Wood",Sofa,"Blue, Grey, Purple, Red",2.5
897,https://www.overstock.com/Home-Garden/Arno-Grey-Velvet-Sofa/18846128/product.html?refccid=MR3LBYHBSYT3MECOAPOMGQILRE&searchidx=898,Arno Grey Velvet Sofa,24908713,"Timeless and inviting in lush velvets, the lavish channel tufted Arno sofa is the piece you've been searching for. Upholstered in various sumptuous velvet options this handmade trendsetting sofa will add style and color to any room. Handmade by skilled furniture craftsmen Sumptuous velvet upholstery Kiln dried solid wood frame Handmade and available in Blush, Grey or Sea Blue velvet Ships assembled Fabric swatch available",Pillow Top Arms,Velvet,Sofa,Grey,3.0
898,https://www.overstock.com/Home-Garden/Xnron-Button-Tufted-Royal-Blue-Velvet-Sofa-Bed-Lounger-with-Nailhead-Trim/11088843/product.html?refccid=MR3LBYHBSYT3MECOAPOMGQILRE&searchidx=899,Xnron Button Tufted Royal Blue Velvet Sofa Bed Lounger with Nailhead Trim,18096043,"This sofa bed is upholstered in a plush royal blue velvet fabric with foam filled top that offers comfortable seating or sleeping space. Constructed with a hardwood frame, sinuous spring base and metal legs for stability and heavy use. Designed with deep diamond tufting and chrome nail head trim for elegant decorative detail. This sofa bed adds a sophisticated style and is perfect for a smaller living room or guest bedroom.","Traditional, Transitional","Fabric, Velvet","Sleeper Sofa, Sofa",Blue,4.1
899,https://www.overstock.com/Home-Garden/HERCULES-Regal-Series-Contemporary-Leather-Sofa-with-Encasing-Frame/14124687/product.html?refccid=QTTIRS32BGGL372F3RBQTWS3ZY&searchidx=900,HERCULES Regal Series Contemporary Leather Sofa with Encasing Frame,20729784,"The modern appeal of the Regal Series will make a lasting impression with your visitors. This sofa will make an ideal choice in the office and as waiting room seating. The contemporary design of this furniture adapts in several different settings. This sofa features a stainless steel frame enclosure and taut cushions that provide a clean look. Not only will this sofa fit in a professional environment, but will add a modern look to your home.",Modern & Contemporary,"Foam, Leather, Stainless Steel",Sofa,Brown,0.0
900,https://www.overstock.com/Home-Garden/Benville-Modern-Cognac-Leather-Sofa/15964895/product.html?refccid=QTTIRS32BGGL372F3RBQTWS3ZY&searchidx=901,Benville Modern Cognac Leather Sofa,22362592,"Benville Modern Cognac Leather Sofa features a sturdy hardwood construction with attractive arms and raised wooden feet, plush seat and back upholstered with soft cognac leather, cushion seat is sewed-in and non-removable.This sofa is suitable for any office reception area, waiting room, or to be used in your living room.You can be assured that this sofa will provide a nice contemporary look to match your decor.Not only will this sofa fit in a professional environment, but will add a modern look to your home.",Modern & Contemporary,"Leather, Wood",Sofa,Brown,4.0
901,https://www.overstock.com/Home-Garden/Jennifer-Taylor-Remington-Tuxedo-Sofa/17767864/product.html?refccid=QTTIRS32BGGL372F3RBQTWS3ZY&searchidx=902,Jennifer Taylor Remington Tuxedo Sofa,23966115,"Dress UP your living room with comteporary sophistication of this tuxedo sofa. Featuring a Kiln-dried Birchwood frame, comfortable cushions, nailhead trim, and two matching throw pillows, this sofa completes your room with flair.",Modern & Contemporary,"Birch, Polyester",Sofa,"Grey, Off-White",0.0
902,https://www.overstock.com/Home-Garden/DHP-Lone-Pine-Grey-Linen-Futon/11706810/product.html?refccid=QTTIRS32BGGL372F3RBQTWS3ZY&searchidx=903,DHP Lone Pine Grey Linen Futon,18629803,"Humble and stylish, DHP's Lone Pine Futon is an excellent piece for small spaces. Upholstered in an eye catching grey linen with dark brown wood legs, it will fit seamlessly into any room design. With an adjustable position back, the DHP Lone Pine Futon offers comfort at all levels: sitting, lounging, and sleeping. The solid wood frame construction and wood legs keep the design simple yet functional.",Modern & Contemporary,"Fabric, Foam, Linen",Sofa,Grey,3.9
903,https://www.overstock.com/Home-Garden/Mid-Century-Grey-Fabric-Sofa-by-Baxton-Studio/24104172/product.html?refccid=QTTIRS32BGGL372F3RBQTWS3ZY&searchidx=904,Mid-Century Grey Fabric Sofa by Baxton Studio,29556802,"With its clean lines, metal legs and tufted design, the Clara sofa wouldn't have looked out of place in a 1950s modernist home - and still looks fresh today. Slim arms accented with a piping trim showcase a modern look, while deep seat cushions and high back cushions provide a comfortable seating experience. Constructed from solid rubberwood and MDF wood, the Clara is built to last.",Mid-Century Modern,Fabric,Sofa,Grey,0.0
904,https://www.overstock.com/Home-Garden/Cortez-Red-Dual-Reclining-Sofa/20222243/product.html?refccid=QTTIRS32BGGL372F3RBQTWS3ZY&searchidx=905,Cortez Red Dual Reclining Sofa,26109475,"Breathable performance fabric covers the Cortez collection. Pillowed arms, convenient storage console loveseat and relaxing recliners combine comfort with style.",Modern & Contemporary,"Leather, Metal","Recliner, Sofa",Red,0.0
905,https://www.overstock.com/Home-Garden/Handy-Living-Orlando-SoFast-Navy-Blue-Velvet-Slipcover-Sofa/24309396/product.html?refccid=QTTIRS32BGGL372F3RBQTWS3ZY&searchidx=906,Handy Living Orlando SoFast Navy Blue Velvet Slipcover Sofa,29741989,"The Orlando SoFast slipcover sofa offers a transitional design with generous seating for up to 3 people. This transitional styled sofa features half round arms, dark espresso all wood turned front legs and is covered with a navy blue velvet slipcover creating a chic look for your home.","Traditional, Transitional","Polyester, Velvet",Sofa,Blue,0.0
906,https://www.overstock.com/Home-Garden/Handy-Living-Virginia-Red-Stripe-X-Design-Sofa-with-Exposed-Wood-Frame/17570910/product.html?refccid=QTTIRS32BGGL372F3RBQTWS3ZY&searchidx=907,Handy Living Virginia Red Stripe X Design Sofa with Exposed Wood Frame,23791539,The Handy Living Virginia sofa is covered in a red stripe woven fabric on a wood exposed frame that evokes an updated transitional design that will elevate your home. The box seat cushion is filled with plush foam and fiber to provide a comfortable place to sit.,"Mission & Craftsman, Transitional","Polyester, Wood",Sofa,Red,2.5
907,https://www.overstock.com/Home-Garden/Silver-Orchid-Heston-Mid-century-Modern-Upholstered-Tufted-Sofa/20543723/product.html?refccid=QTTIRS32BGGL372F3RBQTWS3ZY&searchidx=908,Silver Orchid Heston Mid-century Modern Upholstered Tufted Sofa,20543723,"This Heston mid-century modern 3-seater sofa from Silver Orchid will immediately inject vintage fashion and calming energy into your home. This sofa is button-tufted with silver nail-head trim, and is available in light beige, dark grey, and light blue, all perfect matches with the warm wood finish of the splayed legs. Add a throw or some accent pillows to create more visual depth with this piece. ","Mid-Century Modern, Modern & Contemporary","Fabric, Foam, MDF, Rubberwood",Sofa,"Blue, Brown, Grey",4.3
908,https://www.overstock.com/Home-Garden/Aurelle-Home-Copper-Green-Leather-Mid-Century-Modern-Sofa/18706941/product.html?refccid=QTTIRS32BGGL372F3RBQTWS3ZY&searchidx=909,Aurelle Home Copper Green Leather Mid Century Modern Sofa,24796012,"The Keaton Leather Collection offers a retro look with curves in all the right places. Top grain leather for the most durable, long-lasting upholstery. Top grain leather provides a soft, comfortable upholstery that acclimates to body temperature quickly. Part of Keaton collection. We are offering 1 year limited warranty (covered for any manufacturer's defect). We understand how important your home is and how decorating your kitchen, dining room or bedrooms with classy, contemporary furnishings can help make it a place that reflects who you are. We believe in the power modern furniture has in creating not just a home but YOUR home. We believe in feeling good about our home's environment, and we think you do too.","Mid-Century Modern, Modern & Contemporary","Foam, Leather, Rubberwood",Sofa,Green,0.0
909,https://www.overstock.com/Home-Garden/Acme-Furniture-Cleavon-II-Grey-Linen-Sofa-with-Throw-Pillows/14341822/product.html?refccid=QTTIRS32BGGL372F3RBQTWS3ZY&searchidx=910,Acme Furniture Cleavon II Grey Linen Sofa with Throw Pillows,20919207,"Give your living room decor an instant update with this trendy Cleavon II upholstery sofa. The sloping arms, wooden frame, and loose cushions are upholstered in a soft grey linen, complemented by two patterned throw pillows. This handsome sofa features sturdy wood grain legs made of plastic for family-friendly durability.",Transitional,"Fabric, Foam, Wood",Sofa,Grey,0.0
910,https://www.overstock.com/Home-Garden/Elle-Decor-73-Mid-Century-Modern-Amelie-Sofa/22986910/product.html?refccid=QTTIRS32BGGL372F3RBQTWS3ZY&searchidx=911,"Elle Decor 73"" Mid-Century Modern Amelie Sofa",28551812," Fall in love with the Elle Decor Amelie Sofa. Minimalist design, flared armrests, hardwood legs. This modern yet classic, mid-century modern sofa is the perfect centerpiece for your living room. Envision the sofa adding a touch of sophistication in your space. The tufted solid back conveys understated elegance. Coordinate decor with any of our three fabric options. It comes in light gray, beige, and dark gray all in a soft, yet durable microfiber. The sofa is 73 inches wide, small enough to have multiple arrangement options, but roomy enough for three people to relax. Worried about assembly? It ships in one convenient box and is ready to assemble within ten minutes. ",Modern & Contemporary,"Linen, Polyester, Wood",Sofa,"Beige, Grey",0.0
911,https://www.overstock.com/Home-Garden/Elle-Decor-73-Mid-Century-Modern-Chloe-Sofa/22987706/product.html?refccid=QTTIRS32BGGL372F3RBQTWS3ZY&searchidx=912,"Elle Decor 73"" Mid-Century Modern Chloe Sofa",28552531," ""Where did you buy this couch? I love it!"" Your friends are certainly going to be envious of this sofa. The Elle Decor Chloe Sofa is one of those pieces people will continue to admire. With a mid-century modern design, the Chloe Sofa harmonizes well with contemporary and retro pieces. Guests will love the textured looked of the square back with the round bolster pillows. Luxurious cushions are spacious and the sofa comfortably sits three or more people. Imagine composing the light gray, dark gray, or beige into your living room. Where will it immediately capture the guests' attention? How will you center the conversation piece? With a width of 73 inches, it fits in small living rooms as a centerpiece and larger rooms as a complementary piece. Assembly takes less than ten minutes and the sofa is durable with hardwood construction. Oh, and it's priced so affordably. That's something your friends won't believe! ",Modern & Contemporary,"Metal, Polyester, Wood",Sofa,"Beige, Grey",0.0
912,https://www.overstock.com/Home-Garden/Mission-Dark-Beige-Fabric-3-Seater-Sofa-by-Baxton-Studio/20610255/product.html?refccid=QTTIRS32BGGL372F3RBQTWS3ZY&searchidx=913,Mission Dark Beige Fabric 3-Seater Sofa by Baxton Studio,26451110,"This sofa is ideal to create an inviting cozy corner in your living space. A perfect fusion of age old artisanship and modern aesthetics, the loveseat goes well with contemporary and ethnic decor alike. With an airy window pane design wood frame, the Larissa wooden 3-seater sofa is a great addition to compact homes.",Traditional,"Fabric, Wood",Sofa,"Beige, Brown",2.3
913,https://www.overstock.com/Home-Garden/Giotto-Grey-Fabric-Centennial-Contemporary-Sofa/12837654/product.html?refccid=QTTIRS32BGGL372F3RBQTWS3ZY&searchidx=914,Giotto Grey Fabric Centennial Contemporary Sofa,19603155,"Exuding elegance and modern sophistication, this stylish sofa will add contemporary appeal to your home. The couch features a striking profile, with a high back and arms that flair ever so slightly. The comfortable seat is raised over a stainless steel base. The velvet-like, Giotto grey upholstery features paneled stitching that adds to the modern appeal of this sleek design.","Glam, Modern & Contemporary",Fabric,Sofa,Grey,0.0
914,https://www.overstock.com/Home-Garden/Maxweld-Premium-Distressed-Brown-Top-Grain-Leather-Sofa-and-Chair/11546659/product.html?refccid=QTTIRS32BGGL372F3RBQTWS3ZY&searchidx=915,Maxweld Premium Distressed Brown Top Grain Leather Sofa and Chair,18491804,"Relax in luxurious comfort and the ultimate in style with this ultra-premium distressed top grain leather sofa and leather chair set. This gorgeous leather living room furniture is handcrafted using only the finest quality materials. Durable kiln-dried hardwood frame. 100-percent top grain, distressed aniline-dyed leather. Leather color and surface variation from piece to piece, as well as within individual pieces are to be expected with this leather. This is the desired look and effect and part of the natural beauty of this unique leather.","Casual, Transitional","Leather, Metal, Wood","Sets, Sofa",Brown,3.3
915,https://www.overstock.com/Home-Garden/Aurelle-Home-Contemporary-Modern-Leather-Tufted-Sofa/18706930/product.html?refccid=QTTIRS32BGGL372F3RBQTWS3ZY&searchidx=916,Aurelle Home Contemporary Modern Leather Tufted Sofa,24796007,"Rustic top-grain leather with a finely-tailored, diamond-tufted seat and back give it a high-end, designer appeal. Hard wood frame for a well built and long-lasting sofa. Genuine top-grain leather for a quality piece of upholstery. We are offering 1 year limited warranty (covered for any manufacturer's defect). We understand how important your home is and how decorating your kitchen, dining room or bedrooms with classy, contemporary furnishings can help make it a place that reflects who you are. We believe in the power modern furniture has in creating not just a home but YOUR home. We believe in feeling good about our home's environment, and we think you do too.","Bohemian & Eclectic, Glam, Mission & Craftsman, Modern & Contemporary","Foam, Leather, Rubberwood",Sofa,"Green, Grey",5.0
916,https://www.overstock.com/Home-Garden/Porter-Edie-Raconteur-Stone-Grey-Mid-Century-Modern-Tufted-Sectional-Sofa/14426696/product.html?refccid=QTTIRS32BGGL372F3RBQTWS3ZY&searchidx=917,Porter Edie Raconteur Stone Grey Mid Century Modern Tufted Sectional Sofa,20993450,"The rounded edges and smooth grey upholstery of our Edie Collection capture mid-century modern style perfectly. With cushioned arms, subtle button tufting, and wooden legs in an espresso finish, these pieces are both contemporary and comfortable. These pieces feature attached, two-sided cushions. This set includes a full Sofa, Loveseat, and Chair.","Mid-Century Modern, Modern & Contemporary","Fabric, Foam, Polyester, Wood","Sets, Sofa",Grey,0.0
917,https://www.overstock.com/Home-Garden/Aurelle-Home-Rustic-Vintage-Black-Top-Grain-Leather-Sofa/9487378/product.html?refccid=QTTIRS32BGGL372F3RBQTWS3ZY&searchidx=918,Aurelle Home Rustic Vintage Black Top Grain Leather Sofa,16668586,"This rustic vintage leather sofa features a design that is both unique and elegantly contemporary. Sitting on a sturdy solid wood frame, this durable sofa is topped off in bold charcoal grey distressed leather for a modern and sophisticated look.","Modern & Contemporary, Rustic","Foam, Leather",Sofa,Grey,0.0
918,https://www.overstock.com/Home-Garden/Custom-Color-Banquette-Settee-Center-Sofa/13224691/product.html?refccid=QTTIRS32BGGL372F3RBQTWS3ZY&searchidx=919,Custom Color Banquette Settee Center Sofa,19942040,"Luxurious and elegant, this red velvet center sofa with bullion fringe will imbue any living or party space with sophistication and glamor. The sofa also offers spacious seating for several guests, making it the perfect sofa for those who entertain often.","Glam, Traditional","Fabric, Microfiber, Microfiber Blend, Microsuede, Velvet","Bench, Settee, Sofa","Beige, Blue, Brown, Burgundy, Cream",5.0
919,https://www.overstock.com/Home-Garden/Furniture-of-America-Landell-Transitional-Brown-Leatherette-Reclining-Sofa/11512361/product.html?refccid=QTTIRS32BGGL372F3RBQTWS3ZY&searchidx=920,Furniture of America Landell Transitional Brown Leatherette Reclining Sofa,18462917,Enjoy some peace and quiet or your favorite shows while relaxing upon this upholstered sofa. The simple leatherette exterior is elegantly contrasted with bright stitching and a bottom drawer keeps items tucked away safely.,"Casual, Modern & Contemporary, Transitional","Foam, Metal, Wood","Recliner, Sofa",Brown,0.0
920,https://www.overstock.com/Home-Garden/Furniture-of-America-Tino-Contemporary-Charcoal-Grey-Sofa/20301777/product.html?refccid=QTTIRS32BGGL372F3RBQTWS3ZY&searchidx=921,Furniture of America Tino Contemporary Charcoal Grey Sofa,26179328,"The handsomely designed Furniture of America Tino Contemporary Charcoal Grey Sofa imparts a feeling of sophistication to its immediate surroundings. Accented with a tasteful amount of nailhead trim and textured woven fabric with varying tones of grey, this sofa is sure to elevate the style factor of your living room a couple of notches.","Casual, Glam, Transitional","Foam, Microfiber, Wood",Sofa,Grey,5.0
921,https://www.overstock.com/Home-Garden/Aurelle-Home-Scandinavian-Soft-Leather-Sofa/18706992/product.html?refccid=QTTIRS32BGGL372F3RBQTWS3ZY&searchidx=922,Aurelle Home Scandinavian Soft Leather Sofa,24796021,The Scandinavian leather sofa is sophisticated and sized perfectly to most spaces. ,"Mid-Century Modern, Modern & Contemporary, Scandinavian","Leather, Oak, Polyurethane",Sofa,"Grey, White",0.0
922,https://www.overstock.com/Home-Garden/Southern-Motion-Knockout-Power-Grey-Leather-Double-Reclining-Sofa/23148127/product.html?refccid=QTTIRS32BGGL372F3RBQTWS3ZY&searchidx=923,Southern Motion Knockout Power Grey Leather Double Reclining Sofa,28693583,"Double your comfort with this reclining sofa. The Knock Out power reclining sofa offers sumptuous style while cradling you into relaxation with its shapely arms, cushioned bustle backs, pad-over-chaise seats, and luxurious leather upholstery.",Transitional,Leather,Sofa,Grey,0.0
923,https://www.overstock.com/Home-Garden/Murphy-Top-Grain-Leather-Reclining-Sofa-Manual-Power-Mahogany-Tan/18219454/product.html?refccid=QTTIRS32BGGL372F3RBQTWS3ZY&searchidx=924,Murphy Top Grain Leather Reclining Sofa (Manual/Power) (Mahogany/Tan),24361144,"Relax in style with this sleek but welcoming reclining sofa from the Murphy collection. Featuring supple top grain leather upholstery, a no-sag spring suspension, and just the right amount of cushioning, it's the perfect piece to bring additional comfort and functionality to any living space.","Mid-Century Modern, Modern & Contemporary",Leather,Sofa,"Brown, Tan",5.0
924,https://www.overstock.com/Home-Garden/Made-to-Order-Audrina-Leather-Sofa/13519491/product.html?refccid=QTTIRS32BGGL372F3RBQTWS3ZY&searchidx=925,Made to Order Audrina Leather Sofa,20201390,"Resilient and beauteous, the Audrina leather sofa from Klaussner Furniture Industries features three back cushions, three seat cushions, ski sloped track arms, and block wooden legs. The sofa is upholstered with cowhide.",Transitional,Leather,Sofa,"Brown, Red, Tan",0.0
925,https://www.overstock.com/Home-Garden/Sunpan-Hanover-Granite-Fabric-Sofa/11764124/product.html?refccid=QTTIRS32BGGL372F3RBQTWS3ZY&searchidx=926,Sunpan Hanover Granite Fabric Sofa,18677982,"Available in grey, this sofa has a sturdy fabric and solid wood/ wood construction. Graceful contoured track arms give this sofa an elegant but contemporary look. Foam seat and fibre filled back cushions make it exceptionally comfortable. Stocked in a beige cotton-linen fabric and granite fabric with a kiln dried solid wood frame.","Glam, Modern & Contemporary","Fabric, Wood",Sofa,Grey,4.0
926,https://www.overstock.com/Home-Garden/Global-United-Industries-Riverside-Luxury-Leather-Match-Upholstered-Living-Room-Sofa/18115451/product.html?refccid=QTTIRS32BGGL372F3RBQTWS3ZY&searchidx=927,Global United Industries Riverside Luxury Leather/Match Upholstered Living Room Sofa,24270525,"Give your living room setting a modern contemporary charm with this elegant and luxurious living room sofa from Global United Industries. Each piece is designed to be comfortable, stylish, sturdy and built to last for years to come. This sofa features a luxurious Leather upholstery and leather match that provides unmatched comfort and quality. Experience exceptional comfort with its foam density of 2.8 for the seat. Each seat includes a pocket coil with foam for added comfort. This piece brings not only the value but also the style to your living room, proudly brought to you by Global United Industries.",Modern & Contemporary,"Leather, Wood",Sofa,"Black, Grey, White",0.0
927,https://www.overstock.com/Home-Garden/Abbyson-Parker-Premium-Top-Grain-Leather-Sofa/9745845/product.html?refccid=QTTIRS32BGGL372F3RBQTWS3ZY&searchidx=928,Abbyson Parker Premium Top Grain Leather Sofa,16919520,Click here to measure your home for delivery,Traditional,"Foam, Leather, Wood",Sofa,Beige,4.3
928,https://www.overstock.com/Home-Garden/Jar-Designs-The-Quick-Step-Sofa/5628613/product.html?refccid=QTTIRS32BGGL372F3RBQTWS3ZY&searchidx=929,Jar Designs 'The Quick Step' Sofa,13385017,Nickel-plated nail-head accents highlight this JAR Designs sofa. This furniture features smoke grey microfiber upholstery and Alderwood construction.,Transitional,"Foam, Metal, Microfiber, Nickel, Velvet, Wood",Sofa,"Blue, Grey",4.4
929,https://www.overstock.com/Home-Garden/Simmons-Upholstery-Padre-Espresso-Sofa/22635178/product.html?refccid=QTTIRS32BGGL372F3RBQTWS3ZY&searchidx=930,Simmons Upholstery Padre Espresso Sofa,28244128,"Add class and elegance to your living room without compromising comfort with this beautiful sofa. The luxurious sofa is upholstered in a durable and comfortable high performance fabric with a leather look, then embellished with a chic nailhead trim. Tight, pub back cushions and pillow top seating add to the comfortable appeal of this sophisticated sofa.","Casual, Modern & Contemporary","Fabric, Foam, Wood",Sofa,Brown,0.0
930,https://www.overstock.com/Home-Garden/Pine-Canopy-Tuskegee-Pillow-Top-Full-Size-Sofa-Bed/20469457/product.html?refccid=QTTIRS32BGGL372F3RBQTWS3ZY&searchidx=931,Pine Canopy Tuskegee Pillow Top Full Size Sofa Bed,20469457,"If you have lots of visiting guests, this sofa bed is an ideal solution for your home. With an EZ fold mattress, it quickly converts from a sofa to a bed for convenient versatility. Dense pocketed coils and plush foam offer support and comfort, while the sturdy hardwood frame ensures lasting durability. The sofa bed is available in a wide range of colors to complement your space.","Mission & Craftsman, Modern & Contemporary","Faux Leather, Metal, Microfiber, Steel, Suede, Wood","Cover, Frame, Futon Set, Mattress, Sofa","Black, Blue, Brown, Green, Grey, Natural, Tan",3.0
931,https://www.overstock.com/Home-Garden/Pine-Canopy-White-Mountain-Rustic-Lodge-Cotton-Foam-Futon-Set/20469382/product.html?refccid=QTTIRS32BGGL372F3RBQTWS3ZY&searchidx=932,Pine Canopy White Mountain Rustic Lodge Cotton/Foam Futon Set,20469382,"Evoke the feeling of a rustic mountain lodge with this futon set. Enjoy a restful night's sleep on the premier mattress featuring compressed cotton and foam fill for medium to firm support. Featuring solid pine arms that resemble hand-cut logs, this futon creates the atmosphere of a mountain cabin in your home.",Rustic,"Cedar, Microfiber, Steel, Suede, Veneer, Wood","Cover, Frame, Futon Set, Mattress, Sofa","Black, Blue, Brown, Green, Natural, Red, Tan",3.6
932,https://www.overstock.com/Home-Garden/Furniture-of-America-Elsbeth-Contemporary-Beige-Skirted-Modular-Sofa/19983532/product.html?refccid=QTTIRS32BGGL372F3RBQTWS3ZY&searchidx=933,Furniture of America Elsbeth Contemporary Beige Skirted Modular Sofa,25899215,"Come home to an airy and charming living room with the Elsbeth Sofa by Furniture of America. Cozy pillow top arms and beautiful curved arm rests with soft pillows let you sink into comforting bliss. Panel skirts along the base add breezy touches to the design, making the modular sofa a welcome addition for any casual style home.","Casual, Shabby Chic, Transitional","Fabric, Foam, Wood","Sets, Sofa",Beige,0.0
933,https://www.overstock.com/Home-Garden/Safavieh-Couture-Elaina-Navy-Velvet-Wood-Tufted-Sofa-with-Arm-Pillows/22964995/product.html?refccid=QTTIRS32BGGL372F3RBQTWS3ZY&searchidx=934,Safavieh Couture Elaina Navy Velvet/Wood Tufted Sofa with Arm Pillows,28532398,"Sit in the lap of luxury on this glamorous couch. Upholstered in lush blue velvet with tufted details, this sofa features a sturdy oak frame and semi-firm padding for comfortable support.","Glam, Mid-Century Modern, Modern & Contemporary","Metal, Velvet, Wood",Sofa,Blue,0.0
934,https://www.overstock.com/Home-Garden/LumiSource-Drake-Modern-Sofa-Bed/9998866/product.html?refccid=QTTIRS32BGGL372F3RBQTWS3ZY&searchidx=935,LumiSource Drake Modern Sofa Bed,17148287,"Modern, stylish and versatile are all things that describe the exceptional design of this sofa. This multi-position sofa has sleek lines, quality upholstery, and a sturdy steel frame that lends a sophisticated and comfortable feel.",Mid-Century,"Fabric, Foam, Metal, Steel","Sleeper Sofa, Sofa","Blue, Brown, Grey",3.0
935,https://www.overstock.com/Home-Garden/Kardiel-Jefferson-Mid-century-Modern-Uphostered-Sofa/12816812/product.html?refccid=QTTIRS32BGGL372F3RBQTWS3ZY&searchidx=936,Kardiel Jefferson Mid-century Modern Uphostered Sofa,19585034,"Set the tone for comfortable and casual conversations with this classically-styled Mid-century sofa. Button tufted details adorn the back and interior of the sides, while tapered legs add height and style. Two bolster pillows make this sofa casual, yet classy for informal gatherings and relaxing.  Matching piping on the edges of the cushions and bolsters add a finishing touch.","Mid-Century Modern, Modern & Contemporary",Fabric,Sofa,"Green, Grey",0.0
936,https://www.overstock.com/Home-Garden/AF-Lifestyle-Shelia-Contemporary-Modern-Velvet-Sofa/19849244/product.html?refccid=QTTIRS32BGGL372F3RBQTWS3ZY&searchidx=937,AF Lifestyle Shelia Contemporary Modern Velvet Sofa,25780162,"Sheila Contemporary Modern Velvet Sofa by AF Lifestyle combines clean lines with a hint of perfect contoured curves. Upholstered in a durable lush velvet fabric over dense memory foam adding comfort and classic sophistication. Available in your choice of Emerald Green, Royal Blue, Platinum, Blush Pink and Seafoam color options.",Modern & Contemporary,Velvet,Sofa,,0.0
937,https://www.overstock.com/Home-Garden/Armen-Living-Everly-Contemporary-Sofa-in-Genuine-Dove-Grey-Leather/19556343/product.html?refccid=QTTIRS32BGGL372F3RBQTWS3ZY&searchidx=938,Armen Living Everly Contemporary Sofa in Genuine Dove Grey Leather,25543089,"The Armen Living Everly contemporary genuine leather sofa is a perfect choice for any modern household. Coupling premium genuine cowhide leather with the comfort of plush Dacron padding, the Everly delivers a sophisticated style accompanied by an exceptional degree of comfort. The Everly's sleek upholstery is maintained by the plush Dacron padding, assuring that the leather will not crack or wrinkle after prolonged use. Though almost traditional in appearance, the Everly's unique design combines the classical comfort of leather with contemporary elements such as its brushed stainless steel legs to bring you a sophisticated, yet modern piece. The Everly sofa is ideal when paired with the Everly chair and loveseat. Available in your choice of rich black or dove grey leather.",Modern & Contemporary,Leather,Sofa,Grey,0.0
938,https://www.overstock.com/Home-Garden/Tufted-Leather-Sofa-Brown-CHESTERFIELD/18824238/product.html?refccid=QTTIRS32BGGL372F3RBQTWS3ZY&searchidx=939,Tufted Leather Sofa - Brown CHESTERFIELD,24888908,"The timeless quilted design of this couch fuses the classic with the modern. Make a bold statement in your decor with this sofa; it will be the centerpiece in whatever room you choose. Every feature is accentuated to the fullest extent, from the tufted back and sides to the classy and elegant scroll arms.",Glam,Leather,Sofa,Brown,0.0
939,https://www.overstock.com/Home-Garden/Safavieh-Couture-Elaina-Cream-Linen-Metal-Wood-Tufted-Sofa-with-Arm-Pillows/22964994/product.html?refccid=QTTIRS32BGGL372F3RBQTWS3ZY&searchidx=940,Safavieh Couture Elaina Cream Linen/Metal/Wood Tufted Sofa with Arm Pillows,28532397,"Bring the luxury of a tufted sofa into your living room with this square-arm sofa by Safavieh Couture. Featuring an oak frame and velvety soft upholstery, this sofa offers both durability and comfort.","Glam, Mid-Century Modern, Modern & Contemporary","Linen, Metal, Wood",Sofa,Cream,0.0
940,https://www.overstock.com/Home-Garden/Pine-Canopy-Tuskegee-Mission-style-Pillow-Top-Full-size-Sofa-Bed/20469454/product.html?refccid=QTTIRS32BGGL372F3RBQTWS3ZY&searchidx=941,Pine Canopy Tuskegee Mission-style Pillow Top Full size Sofa Bed,20469454,"Perfect for extra guests, this sofa bed offers comfort and versatility. The sofa easily folds into a comfortable mattress, and pocketed coils and plush foam provide support and comfort. The sturdy hardwood and steel frame ensures lasting comfort through daily use, and the sofa bed is available in a range of colors to perfectly match your decor.","Mission & Craftsman, Modern & Contemporary","Faux Leather, Metal, Microfiber, Steel, Suede, Wood","Cover, Frame, Futon Set, Mattress, Sofa","Beige, Black, Blue, Brown, Gold, Green, Grey, Red",4.0
941,https://www.overstock.com/Home-Garden/Duchess-Upholstered-Sofa/18094059/product.html?refccid=QTTIRS32BGGL372F3RBQTWS3ZY&searchidx=942,Duchess Upholstered Sofa,24252198,"""End the rule of unjust sovereignties that wage a useless war for your interiors. Duchess leaves the would be heiress of holistic furnishings in the dust, with a design that rivals any competitor. Duchess is heralded with deeply tufted buttons, plush cushions and armrests that convey that perfect air of nobility. The solid wood legs come with plastic glides to prevent floor scratching, and the fine fabric upholstery leaves the recipients feeling richly rewarded.",Modern & Contemporary,Wood,Sofa,"Beige, Green",0.0
